Country,POP,Incomegroup,Gini
Slovakia,5.406896,High income: OECD,27.32
Sweden,9.543457,High income: OECD,27.32
Romania,19.944954,Upper middle income,27.33
Croatia,4.316425,High income: non-OECD,27.35
Kyrgyzstan,5.64823,Lower middle income,27.36
Malta,0.409475,High income: non-OECD,27.4
Taiwan,15.220495,High income: non-OECD,27.4
Austria,8.155466,High income: OECD,27.4
Austria,8.423559,High income: OECD,27.4
Canada,27.296517,High income: OECD,27.4
Denmark,,High income: OECD,27.4
Finland,5.126021,High income: OECD,27.4
Germany,80.675999,High income: OECD,27.4
Hungary,10.117213,High income: OECD,27.4
Latvia,2.667309,High income: OECD,27.4
Luxembourg,0.474705,High income: OECD,27.4
Poland,38.396826,High income: OECD,27.4
Slovakia,5.384237,High income: OECD,27.4
Ethiopia,87.561814,Low income,27.4
Sri Lanka,10.623594,Lower middle income,27.4
Kazakhstan,16.554305,Upper middle income,27.42
Romania,19.794163,Upper middle income,27.45
Kazakhstan,16.821455,Upper middle income,27.46
Finland,5.340485,High income: OECD,27.47
Croatia,4.732864,High income: non-OECD,27.5
Russia,147.3517,High income: non-OECD,27.5
Australia,19.308681,High income: OECD,27.5
Austria,8.361362,High income: OECD,27.5
Belgium,10.779155,High income: OECD,27.5
Italy,57.029614,High income: OECD,27.5
Poland,38.094812,High income: OECD,27.5
Slovakia,5.385192,High income: OECD,27.5
Slovenia,1.995615,High income: OECD,27.5
Azerbaijan,7.046429,Upper middle income,27.5
Belarus,10.159731,Upper middle income,27.5
Serbia and Montenegro,,,27.5
Soviet Union,,,27.5
Yugoslavia,,,27.5
Czech Republic,10.212088,High income: OECD,27.53
Hungary,10.050699,High income: OECD,27.53
Belarus,9.640616,Upper middle income,27.55
Bangladesh,108.509679,Lower middle income,27.57
Belgium,11.079521,High income: OECD,27.59
Indonesia,200.786111,Lower middle income,27.59
Austria,8.455477,High income: OECD,27.6
Austria,8.516916,High income: OECD,27.6
Canada,27.66244,High income: OECD,27.6
Canada,28.014102,High income: OECD,27.6
France,60.531978,High income: OECD,27.6
Hungary,10.095964,High income: OECD,27.6
Hungary,10.064138,High income: OECD,27.6
Luxembourg,0.447321,High income: OECD,27.6
Luxembourg,0.496257,High income: OECD,27.6
Luxembourg,0.519981,High income: OECD,27.6
Netherlands,16.463031,High income: OECD,27.6
Netherlands,16.519862,High income: OECD,27.6
Norway,4.589241,High income: OECD,27.6
Slovenia,2.000783,High income: OECD,27.6
India,1230.984504,Lower middle income,27.6
Pakistan,113.616165,Lower middle income,27.6
Pakistan,116.579605,Lower middle income,27.6
Sri Lanka,18.783745,Lower middle income,27.6
Tajikistan,5.148306,Lower middle income,27.6
Kazakhstan,16.26506,Upper middle income,27.6
Soviet Union,,,27.6
Finland,5.246368,High income: OECD,27.64
Hungary,10.25311,High income: OECD,27.64
Finland,5.395816,High income: OECD,27.66
Belarus,9.505319,Upper middle income,27.69
Malta,0.417723,High income: non-OECD,27.7
Taiwan,15.220495,High income: non-OECD,27.7
Taiwan,17.704538,High income: non-OECD,27.7
Austria,7.972833,High income: OECD,27.7
Austria,8.331465,High income: OECD,27.7
Denmark,5.646899,High income: OECD,27.7
France,60.055803,High income: OECD,27.7
France,63.084614,High income: OECD,27.7
Luxembourg,0.457847,High income: OECD,27.7
Luxembourg,0.474705,High income: OECD,27.7
Luxembourg,0.485079,High income: OECD,27.7
Netherlands,16.463031,High income: OECD,27.7
Georgia,5.398106,Lower middle income,27.7
India,870.601776,Lower middle income,27.7
Belarus,10.051298,Upper middle income,27.7
China,849.787991,Upper middle income,27.7
"Macedonia, former Yugoslav Republic of",1.999362,Upper middle income,27.7
"Macedonia, former Yugoslav Republic of",2.012051,Upper middle income,27.7
Romania,23.115921,Upper middle income,27.7
Croatia,4.456298,High income: non-OECD,27.71
Slovakia,5.387734,High income: OECD,27.71
Indonesia,172.418086,Lower middle income,27.73
Finland,5.367693,High income: OECD,27.74
Lithuania,3.68125,High income: non-OECD,27.8
Russia,147.3517,High income: non-OECD,27.8
Australia,14.708323,High income: OECD,27.8
Belgium,10.632032,High income: OECD,27.8
Canada,27.296517,High income: OECD,27.8
Estonia,1.569187,High income: OECD,27.8
France,60.290831,High income: OECD,27.8
France,61.105231,High income: OECD,27.8
Hungary,10.034951,High income: OECD,27.8
Japan,116.821569,High income: OECD,27.8
Japan,119.318921,High income: OECD,27.8
Luxembourg,0.465546,High income: OECD,27.8
Netherlands,14.325363,High income: OECD,27.8
Netherlands,16.749318,High income: OECD,27.8
New Zealand,3.290132,High income: OECD,27.8
Norway,4.385951,High income: OECD,27.8
Slovenia,1.996522,High income: OECD,27.8
United Kingdom,56.415196,High income: OECD,27.8
Afghanistan,27.65889,Low income,27.8
Kazakhstan,16.310624,Upper middle income,27.8
Kosovo,,Lower middle income,27.83
Belarus,9.526453,Upper middle income,27.83
Kyrgyzstan,5.553827,Lower middle income,27.84
Finland,5.31417,High income: OECD,27.85
Malta,0.416747,High income: non-OECD,27.9
Australia,19.107251,High income: OECD,27.9
Hungary,10.095964,High income: OECD,27.9
Iceland,0.305415,High income: OECD,27.9
Luxembourg,0.507889,High income: OECD,27.9
Norway,4.334434,High income: OECD,27.9
Indonesia,226.254703,Lower middle income,27.9
Belarus,9.594233,Upper middle income,27.9
China,808.510713,Upper middle income,27.9
Turkmenistan,3.572311,Upper middle income,27.9
Finland,5.228842,High income: OECD,27.92
Hungary,10.064138,High income: OECD,27.94
Netherlands,16.749318,High income: OECD,27.99
Taiwan,16.401413,High income: non-OECD,28
Australia,14.898019,High income: OECD,28
Austria,7.589573,High income: OECD,28
Austria,7.929911,High income: OECD,28
Belgium,10.185077,High income: OECD,28
Belgium,10.311331,High income: OECD,28
Belgium,10.561436,High income: OECD,28
Estonia,1.570926,High income: OECD,28
Finland,5.16478,High income: OECD,28
France,58.418028,High income: OECD,28
France,60.531978,High income: OECD,28
France,61.105231,High income: OECD,28
Germany,81.699829,High income: OECD,28
Germany,81.569481,High income: OECD,28
Germany,81.417791,High income: OECD,28
Hungary,10.363797,High income: OECD,28
Iceland,0.305415,High income: OECD,28
Iceland,0.305415,High income: OECD,28
Luxembourg,0.414,High income: OECD,28
Luxembourg,0.532479,High income: OECD,28
Netherlands,16.401105,High income: OECD,28
Slovakia,5.391728,High income: OECD,28
Armenia,3.515614,Lower middle income,28
Bangladesh,68.658472,Lower middle income,28
Bangladesh,68.658472,Lower middle income,28
Egypt,38.62441,Lower middle income,28
Georgia,5.398106,Lower middle income,28
Indonesia,162.192254,Lower middle income,28
Uzbekistan,20.03327,Lower middle income,28
Albania,3.092034,Upper middle income,28
Belarus,10.091181,Upper middle income,28
China,1227.841281,Upper middle income,28
China,1238.234851,Upper middle income,28
Cuba,9.001355,Upper middle income,28
Finland,5.2666,High income: OECD,28.02
Norway,4.716584,High income: OECD,28.07
Malta,0.406392,High income: non-OECD,28.1
Malta,,High income: non-OECD,28.1
Taiwan,18.029982,High income: non-OECD,28.1
Australia,14.898019,High income: OECD,28.1
Canada,26.919036,High income: OECD,28.1
Canada,27.66244,High income: OECD,28.1
Canada,28.014102,High income: OECD,28.1
Finland,5.188446,High income: OECD,28.1
Finland,5.200632,High income: OECD,28.1
France,63.084614,High income: OECD,28.1
Germany,78.426715,High income: OECD,28.1
Hungary,10.311227,High income: OECD,28.1
Japan,118.552097,High income: OECD,28.1
Netherlands,14.471591,High income: OECD,28.1
Norway,4.412958,High income: OECD,28.1
Poland,38.553355,High income: OECD,28.1
Slovakia,5.387734,High income: OECD,28.1
Sweden,8.21863,High income: OECD,28.1
Tajikistan,5.148306,Lower middle income,28.1
Kazakhstan,16.26506,Upper middle income,28.1
Soviet Union,,,28.1
Iceland,0.293084,High income: OECD,28.11
"Macedonia, former Yugoslav Republic of",1.984242,Upper middle income,28.13
Bulgaria,7.568378,Upper middle income,28.14
Romania,20.298838,Upper middle income,28.16
Netherlands,16.689863,High income: OECD,28.17
Serbia,7.350222,Upper middle income,28.18
Romania,20.510263,Upper middle income,28.19
Australia,13.364238,High income: OECD,28.2
Australia,18.906936,High income: OECD,28.2
Austria,8.423559,High income: OECD,28.2
Czech Republic,10.335556,High income: OECD,28.2
France,62.262671,High income: OECD,28.2
France,62.680418,High income: OECD,28.2
Germany,81.569481,High income: OECD,28.2
Hungary,10.364661,High income: OECD,28.2
Hungary,10.311227,High income: OECD,28.2
Hungary,,High income: OECD,28.2
Latvia,2.458305,High income: OECD,28.2
Norway,4.624388,High income: OECD,28.2
India,852.73616,Lower middle income,28.2
Uzbekistan,20.03327,Lower middle income,28.2
Belarus,10.126941,Upper middle income,28.2
"Macedonia, former Yugoslav Republic of",2.028706,Upper middle income,28.2
Romania,23.115921,Upper middle income,28.2
Belgium,10.632032,High income: OECD,28.26
Belarus,9.594233,Upper middle income,28.28
Finland,5.289333,High income: OECD,28.29
Taiwan,18.354855,High income: non-OECD,28.3
Australia,15.101227,High income: OECD,28.3
Australia,18.12477,High income: OECD,28.3
Australia,22.162863,High income: OECD,28.3
Australia,22.542371,High income: OECD,28.3
Austria,8.391986,High income: OECD,28.3
Belgium,9.842453,High income: OECD,28.3
Belgium,10.426169,High income: OECD,28.3
Canada,26.541981,High income: OECD,28.3
Canada,27.296517,High income: OECD,28.3
Canada,28.353843,High income: OECD,28.3
Canada,28.995822,High income: OECD,28.3
France,62.680418,High income: OECD,28.3
Germany,80.477952,High income: OECD,28.3
Hungary,10.370223,High income: OECD,28.3
Hungary,10.078461,High income: OECD,28.3
Hungary,9.924507,High income: OECD,28.3
Latvia,2.568603,High income: OECD,28.3
Netherlands,14.181967,High income: OECD,28.3
Netherlands,16.575173,High income: OECD,28.3
New Zealand,3.188664,High income: OECD,28.3
Norway,4.589241,High income: OECD,28.3
Poland,38.195258,High income: OECD,28.3
Bangladesh,110.987459,Lower middle income,28.3
China,1238.234851,Upper middle income,28.3
Netherlands,16.575173,High income: OECD,28.38
Croatia,4.491742,High income: non-OECD,28.4
Taiwan,15.220495,High income: non-OECD,28.4
Taiwan,16.730895,High income: non-OECD,28.4
Taiwan,21.267653,High income: non-OECD,28.4
Canada,24.768525,High income: OECD,28.4
Canada,24.768525,High income: OECD,28.4
Canada,26.919036,High income: OECD,28.4
Canada,28.995822,High income: OECD,28.4
France,60.799015,High income: OECD,28.4
France,61.847608,High income: OECD,28.4
Hungary,10.282937,High income: OECD,28.4
Japan,117.708919,High income: OECD,28.4
Luxembourg,0.544885,High income: OECD,28.4
Netherlands,13.827329,High income: OECD,28.4
Netherlands,16.331646,High income: OECD,28.4
Poland,38.485892,High income: OECD,28.4
Sweden,8.457108,High income: OECD,28.4
India,960.874982,Lower middle income,28.4
Pakistan,89.183159,Lower middle income,28.4
Pakistan,125.697651,Lower middle income,28.4
Belarus,10.159731,Upper middle income,28.4
China,1019.698475,Upper middle income,28.4
Romania,22.633398,Upper middle income,28.4
Serbia and Montenegro,,,28.4
Soviet Union,,,28.4
Slovenia,1.988166,High income: OECD,28.41
Belgium,11.005175,High income: OECD,28.43
China,1202.982955,Upper middle income,28.47
Taiwan,17.372779,High income: non-OECD,28.5
Canada,24.515788,High income: OECD,28.5
Finland,5.140755,High income: OECD,28.5
Germany,81.417791,High income: OECD,28.5
Israel,,High income: OECD,28.5
"Korea, Republic of",27.989302,High income: OECD,28.5
Latvia,2.487988,High income: OECD,28.5
Luxembourg,,High income: OECD,28.5
Switzerland,7.165581,High income: OECD,28.5
Switzerland,8.118719,High income: OECD,28.5
United Kingdom,56.519444,High income: OECD,28.5
India,607.446519,Lower middle income,28.5
Belgium,10.929978,High income: OECD,28.53
Moldova,4.073714,Lower middle income,28.53
Kazakhstan,15.755242,Upper middle income,28.54
Kazakhstan,16.310624,Upper middle income,28.56
Belarus,9.492122,Upper middle income,28.57
India,924.475633,Lower middle income,28.59
Malta,0.412064,High income: non-OECD,28.6
Canada,25.017501,High income: OECD,28.6
Canada,26.541981,High income: OECD,28.6
Canada,28.014102,High income: OECD,28.6
Canada,28.680921,High income: OECD,28.6
Canada,28.680921,High income: OECD,28.6
Germany,77.864381,High income: OECD,28.6
Germany,80.435307,High income: OECD,28.6
Hungary,9.88954,High income: OECD,28.6
Iceland,0.300887,High income: OECD,28.6
Netherlands,16.519862,High income: OECD,28.6
India,924.475633,Lower middle income,28.6
China,977.837433,Upper middle income,28.6
"Macedonia, former Yugoslav Republic of",2.021585,Upper middle income,28.6
Romania,23.115921,Upper middle income,28.6
Ukraine,47.493771,Lower middle income,28.66
Serbia,7.320807,Upper middle income,28.67
Cyprus,0.73854,High income: non-OECD,28.7
Taiwan,15.784817,High income: non-OECD,28.7
Taiwan,17.042272,High income: non-OECD,28.7
Taiwan,18.653146,High income: non-OECD,28.7
Taiwan,18.929866,High income: non-OECD,28.7
Taiwan,21.634124,High income: non-OECD,28.7
Belgium,10.854388,High income: OECD,28.7
Canada,26.181342,High income: OECD,28.7
Canada,27.66244,High income: OECD,28.7
Canada,28.014102,High income: OECD,28.7
Canada,28.995822,High income: OECD,28.7
France,61.105231,High income: OECD,28.7
France,61.456854,High income: OECD,28.7
Germany,81.417791,High income: OECD,28.7
Germany,80.665906,High income: OECD,28.7
Italy,56.839859,High income: OECD,28.7
Japan,105.142875,High income: OECD,28.7
Luxembourg,0.556573,High income: OECD,28.7
Ethiopia,57.237226,Low income,28.7
India,1263.589639,Lower middle income,28.7
Kyrgyzstan,4.301702,Lower middle income,28.7
Pakistan,107.607639,Lower middle income,28.7
Romania,22.965125,Upper middle income,28.7
Romania,22.965125,Upper middle income,28.7
Kyrgyzstan,5.050867,Lower middle income,28.71
Austria,8.234858,High income: OECD,28.72
Netherlands,16.631571,High income: OECD,28.73
Iceland,0.314336,High income: OECD,28.74
Kazakhstan,16.098356,Upper middle income,28.79
Cyprus,0.750965,High income: non-OECD,28.8
Australia,18.31834,High income: OECD,28.8
Canada,25.848173,High income: OECD,28.8
Canada,29.299478,High income: OECD,28.8
France,58.092992,High income: OECD,28.8
France,63.084614,High income: OECD,28.8
Germany,80.519685,High income: OECD,28.8
Germany,80.435307,High income: OECD,28.8
Ireland,4.558603,High income: OECD,28.8
Luxembourg,0.485079,High income: OECD,28.8
Netherlands,16.631571,High income: OECD,28.8
Sweden,8.788696,High income: OECD,28.8
Switzerland,8.022628,High income: OECD,28.8
India,553.943226,Lower middle income,28.8
China,1005.328574,Upper middle income,28.8
China,1071.834975,Upper middle income,28.8
Kazakhstan,15.915966,Upper middle income,28.8
Serbia and Montenegro,,,28.8
Kyrgyzstan,5.745698,Lower middle income,28.82
Belarus,9.758817,Upper middle income,28.82
Denmark,5.523755,High income: OECD,28.84
Denmark,5.495302,High income: OECD,28.89
Montenegro,0.621952,Upper middle income,28.89
Barbados,0.25308,High income: non-OECD,28.9
Taiwan,22.18453,High income: non-OECD,28.9
Australia,15.318254,High income: OECD,28.9
Canada,26.541981,High income: OECD,28.9
Canada,29.299478,High income: OECD,28.9
Germany,77.566776,High income: OECD,28.9
Germany,77.671877,High income: OECD,28.9
Germany,78.146938,High income: OECD,28.9
Hungary,10.370223,High income: OECD,28.9
Norway,4.491572,High income: OECD,28.9
Slovenia,2.017452,High income: OECD,28.9
Switzerland,7.925813,High income: OECD,28.9
Rwanda,5.877556,Low income,28.9
India,473.660457,Lower middle income,28.9
Bulgaria,8.653527,Upper middle income,28.9
China,950.537317,Upper middle income,28.9
Kazakhstan,16.26506,Upper middle income,28.9
Kazakhstan,16.554305,Upper middle income,28.9
Serbia and Montenegro,,,28.9
Soviet Union,,,28.9
Indonesia,229.26398,Lower middle income,28.92
Bulgaria,7.805041,Upper middle income,28.92
Ukraine,51.216988,Lower middle income,28.93
Ukraine,47.12711,Lower middle income,28.93
Hungary,9.988846,High income: OECD,28.94
Slovakia,5.384237,High income: OECD,28.94
Kosovo,,Lower middle income,28.95
Hungary,10.078461,High income: OECD,28.96
Ukraine,49.196895,Lower middle income,28.96
Albania,2.880667,Upper middle income,28.96
Croatia,4.390291,High income: non-OECD,29
Cyprus,0.6704,High income: non-OECD,29
Cyprus,0.786632,High income: non-OECD,29
Taiwan,19.19151,High income: non-OECD,29
Belgium,10.161914,High income: OECD,29
Belgium,10.237402,High income: OECD,29
Belgium,10.779155,High income: OECD,29
Finland,5.176482,High income: OECD,29
France,56.402568,High income: OECD,29
France,59.55646,High income: OECD,29
France,59.811881,High income: OECD,29
France,60.055803,High income: OECD,29
France,60.290831,High income: OECD,29
France,60.799015,High income: OECD,29
Germany,81.6129,High income: OECD,29
Germany,81.699829,High income: OECD,29
Germany,81.055904,High income: OECD,29
Germany,80.424665,High income: OECD,29
Hungary,10.409854,High income: OECD,29
Hungary,9.958334,High income: OECD,29
Ireland,3.901688,High income: OECD,29
Italy,57.147081,High income: OECD,29
Italy,57.359179,High income: OECD,29
"Korea, Republic of",42.08505,High income: OECD,29
Luxembourg,0.408148,High income: OECD,29
Netherlands,14.723266,High income: OECD,29
Netherlands,15.450803,High income: OECD,29
Netherlands,15.546647,High income: OECD,29
New Zealand,3.36035,High income: OECD,29
Poland,38.59186,High income: OECD,29
Sweden,8.559107,High income: OECD,29
Afghanistan,26.91153,Low income,29
Bangladesh,63.199035,Lower middle income,29
Egypt,27.183948,Lower middle income,29
Indonesia,151.559397,Lower middle income,29
China,1227.841281,Upper middle income,29
Jordan,2.462968,Upper middle income,29
Suriname,0.304857,Upper middle income,29
Soviet Union,,,29
Soviet Union,,,29
Denmark,5.550959,High income: OECD,29.02
Ukraine,46.795313,Lower middle income,29.02
Ukraine,47.890647,Lower middle income,29.05
Serbia,7.163033,Upper middle income,29.06
Kazakhstan,15.915966,Upper middle income,29.07
Denmark,5.600972,High income: OECD,29.08
China,1238.234851,Upper middle income,29.09
Taiwan,15.220495,High income: non-OECD,29.1
Australia,13.55219,High income: OECD,29.1
Canada,29.590952,High income: OECD,29.1
France,64.876959,High income: OECD,29.1
Germany,80.519685,High income: OECD,29.1
Hungary,10.385061,High income: OECD,29.1
Hungary,10.095964,High income: OECD,29.1
Hungary,10.095964,High income: OECD,29.1
Hungary,9.958334,High income: OECD,29.1
Italy,57.029614,High income: OECD,29.1
Italy,57.029614,High income: OECD,29.1
Japan,119.988663,High income: OECD,29.1
Poland,38.396826,High income: OECD,29.1
Poland,38.515359,High income: OECD,29.1
Sweden,8.413658,High income: OECD,29.1
United Kingdom,56.797704,High income: OECD,29.1
Georgia,5.460309,Lower middle income,29.1
India,517.637103,Lower middle income,29.1
Bulgaria,8.274662,Upper middle income,29.1
China,1052.62241,Upper middle income,29.1
Kazakhstan,16.20675,Upper middle income,29.1
Slovenia,1.987855,High income: OECD,29.12
Moldova,4.074754,Lower middle income,29.16
Slovenia,2.000783,High income: OECD,29.18
Cyprus,0.850881,High income: non-OECD,29.2
Australia,15.791043,High income: OECD,29.2
Australia,18.512971,High income: OECD,29.2
Australia,18.512971,High income: OECD,29.2
Canada,25.546736,High income: OECD,29.2
Canada,26.181342,High income: OECD,29.2
Canada,28.353843,High income: OECD,29.2
Canada,29.871092,High income: OECD,29.2
France,63.842097,High income: OECD,29.2
France,66.100168,High income: OECD,29.2
France,,High income: OECD,29.2
Hungary,10.25311,High income: OECD,29.2
Luxembourg,0.496257,High income: OECD,29.2
Netherlands,14.471591,High income: OECD,29.2
Netherlands,14.915139,High income: OECD,29.2
Netherlands,15.894016,High income: OECD,29.2
Norway,4.667105,High income: OECD,29.2
Niger,3.635292,Low income,29.2
Georgia,5.398106,Lower middle income,29.2
India,607.446519,Lower middle income,29.2
Bulgaria,8.358116,Upper middle income,29.2
China,1092.646739,Upper middle income,29.2
Indonesia,162.192254,Lower middle income,29.21
Qatar,1.178955,High income: non-OECD,29.3
Australia,13.7254,High income: OECD,29.3
Austria,7.509746,High income: OECD,29.3
Canada,25.848173,High income: OECD,29.3
France,63.470828,High income: OECD,29.3
France,64.198684,High income: OECD,29.3
France,64.542997,High income: OECD,29.3
Germany,80.435307,High income: OECD,29.3
Germany,80.424665,High income: OECD,29.3
Hungary,10.385061,High income: OECD,29.3
Hungary,10.224113,High income: OECD,29.3
Ireland,4.480145,High income: OECD,29.3
Japan,120.551455,High income: OECD,29.3
Latvia,2.434628,High income: OECD,29.3
Spain,39.192055,High income: OECD,29.3
Sri Lanka,10.623594,Lower middle income,29.3
Romania,22.128139,Upper middle income,29.32
Slovakia,5.385192,High income: OECD,29.33
Hungary,10.014633,High income: OECD,29.37
Iceland,0.296745,High income: OECD,29.38
Taiwan,14.582944,High income: non-OECD,29.4
Taiwan,15.220495,High income: non-OECD,29.4
Australia,19.985475,High income: OECD,29.4
Canada,25.017501,High income: OECD,29.4
Canada,25.272656,High income: OECD,29.4
Canada,28.014102,High income: OECD,29.4
Germany,78.51479,High income: OECD,29.4
Hungary,10.351994,High income: OECD,29.4
Hungary,10.334876,High income: OECD,29.4
Hungary,10.25311,High income: OECD,29.4
Ireland,4.617334,High income: OECD,29.4
Israel,2.362058,High income: OECD,29.4
Netherlands,14.325363,High income: OECD,29.4
Netherlands,14.634787,High income: OECD,29.4
Poland,38.550777,High income: OECD,29.4
Kosovo,,Lower middle income,29.4
China,1154.605773,Upper middle income,29.4
Serbia and Montenegro,,,29.4
Yugoslavia,,,29.4
Romania,22.288573,Upper middle income,29.42
Romania,21.983221,Upper middle income,29.43
Serbia,7.381579,Upper middle income,29.43
China,1092.646739,Upper middle income,29.45
Cyprus,0.808035,High income: non-OECD,29.5
Taiwan,14.913564,High income: non-OECD,29.5
Australia,15.548591,High income: OECD,29.5
Finland,5.153229,High income: OECD,29.5
France,56.402568,High income: OECD,29.5
Germany,80.854515,High income: OECD,29.5
Germany,80.854515,High income: OECD,29.5
Germany,80.565861,High income: OECD,29.5
Hungary,10.311227,High income: OECD,29.5
"Korea, Republic of",31.437141,High income: OECD,29.5
Netherlands,16.463031,High income: OECD,29.5
Sweden,7.874041,High income: OECD,29.5
Sweden,8.872284,High income: OECD,29.5
Switzerland,7.200945,High income: OECD,29.5
Switzerland,8.211383,High income: OECD,29.5
India,834.944397,Lower middle income,29.5
Indonesia,238.465165,Lower middle income,29.5
Pakistan,58.094239,Lower middle income,29.5
"Macedonia, former Yugoslav Republic of",1.953544,Upper middle income,29.5
"Macedonia, former Yugoslav Republic of",1.969345,Upper middle income,29.5
Denmark,5.576577,High income: OECD,29.54
Tajikistan,6.094126,Lower middle income,29.54
Belgium,10.70483,High income: OECD,29.57
Romania,20.741669,Upper middle income,29.57
Iceland,0.305415,High income: OECD,29.58
Armenia,2.966108,Lower middle income,29.58
Austria,8.269372,High income: OECD,29.59
Taiwan,19.411454,High income: non-OECD,29.6
Australia,18.31834,High income: OECD,29.6
Canada,25.546736,High income: OECD,29.6
Canada,29.590952,High income: OECD,29.6
Iceland,0.314336,High income: OECD,29.6
Israel,1.679924,High income: OECD,29.6
Netherlands,14.816751,High income: OECD,29.6
Norway,4.53724,High income: OECD,29.6
Spain,43.167276,High income: OECD,29.6
Switzerland,7.830534,High income: OECD,29.6
Chad,2.942133,Low income,29.6
Armenia,3.511912,Lower middle income,29.6
Pakistan,132.01368,Lower middle income,29.6
Belarus,9.556061,Upper middle income,29.61
Kazakhstan,15.451752,Upper middle income,29.65
Serbia,7.291436,Upper middle income,29.65
Serbia,7.411569,Upper middle income,29.67
Croatia,4.385045,High income: non-OECD,29.68
Germany,79.483739,High income: OECD,29.7
Germany,81.246801,High income: OECD,29.7
Germany,80.565861,High income: OECD,29.7
"Korea, Republic of",40.501917,High income: OECD,29.7
Netherlands,15.450803,High income: OECD,29.7
Switzerland,7.200945,High income: OECD,29.7
Switzerland,7.925813,High income: OECD,29.7
India,484.097671,Lower middle income,29.7
India,506.173024,Lower middle income,29.7
India,870.601776,Lower middle income,29.7
Kazakhstan,16.530027,Upper middle income,29.7
Ukraine,51.31408,Lower middle income,29.71
Ukraine,46.502718,Lower middle income,29.79
Cyprus,0.767125,High income: non-OECD,29.8
Canada,29.590952,High income: OECD,29.8
Canada,30.420216,High income: OECD,29.8
Finland,4.623389,High income: OECD,29.8
France,64.198684,High income: OECD,29.8
France,64.876959,High income: OECD,29.8
Germany,78.958237,High income: OECD,29.8
Germany,82.010184,High income: OECD,29.8
Ireland,4.652714,High income: OECD,29.8
Japan,120.551455,High income: OECD,29.8
"Korea, Republic of",30.757519,High income: OECD,29.8
Netherlands,13.369326,High income: OECD,29.8
Netherlands,14.181967,High income: OECD,29.8
Slovenia,1.989042,High income: OECD,29.8
Switzerland,7.737316,High income: OECD,29.8
Ethiopia,87.561814,Low income,29.8
India,541.512621,Lower middle income,29.8
Pakistan,58.094239,Lower middle income,29.8
Pakistan,170.043918,Lower middle income,29.8
Romania,22.458737,Upper middle income,29.8
Ethiopia,74.506974,Low income,29.81
Romania,21.407619,Upper middle income,29.82
Slovakia,5.385192,High income: OECD,29.83
Armenia,2.988117,Lower middle income,29.83
Netherlands,16.331646,High income: OECD,29.86
Austria,8.196624,High income: OECD,29.87
Kyrgyzstan,5.38031,Lower middle income,29.87
Belgium,10.561436,High income: OECD,29.88
Russia,148.040354,High income: non-OECD,29.9
Taiwan,19.617046,High income: non-OECD,29.9
Canada,25.272656,High income: OECD,29.9
Estonia,1.570926,High income: OECD,29.9
France,64.542997,High income: OECD,29.9
Germany,77.566776,High income: OECD,29.9
Germany,81.993831,High income: OECD,29.9
Germany,81.96583,High income: OECD,29.9
Germany,81.895925,High income: OECD,29.9
Hungary,10.363797,High income: OECD,29.9
Hungary,10.361134,High income: OECD,29.9
Ireland,4.388612,High income: OECD,29.9
Ireland,4.480145,High income: OECD,29.9
Ireland,4.667868,High income: OECD,29.9
Netherlands,14.634787,High income: OECD,29.9
Slovakia,5.384533,High income: OECD,29.9
India,888.513869,Lower middle income,29.9
India,906.461358,Lower middle income,29.9
Pakistan,58.094239,Lower middle income,29.9
China,1052.62241,Upper middle income,29.9
China,1154.605773,Upper middle income,29.9
Romania,22.288573,Upper middle income,29.9
Romania,21.722664,Upper middle income,29.91
France,63.470828,High income: OECD,29.92
France,63.084614,High income: OECD,29.93
Netherlands,16.519862,High income: OECD,29.93
India,1214.182182,Lower middle income,29.95
Bosnia and Herzegovina,3.799747,Upper middle income,29.97
Hungary,10.117213,High income: OECD,29.98
Ethiopia,64.550161,Low income,29.98
Indonesia,235.360765,Lower middle income,29.98
Albania,2.968026,Upper middle income,29.98
Kazakhstan,15.603072,Upper middle income,29.98
Croatia,4.385045,High income: non-OECD,30
Croatia,4.378056,High income: non-OECD,30
Malta,0.38718,High income: non-OECD,30
Belgium,10.26838,High income: OECD,30
Canada,29.871092,High income: OECD,30
Canada,30.145148,High income: OECD,30
France,55.077848,High income: OECD,30
Germany,78.732884,High income: OECD,30
Germany,80.07594,High income: OECD,30
Ireland,3.076273,High income: OECD,30
Ireland,3.841574,High income: OECD,30
Ireland,4.671263,High income: OECD,30
Israel,1.908364,High income: OECD,30
Italy,56.997093,High income: OECD,30
Italy,57.035249,High income: OECD,30
New Zealand,2.989985,High income: OECD,30
New Zealand,3.082883,High income: OECD,30
Poland,38.583109,High income: OECD,30
United Kingdom,56.122405,High income: OECD,30
United Kingdom,58.263858,High income: OECD,30
Guatemala,4.989207,Lower middle income,30
Kyrgyzstan,4.477038,Lower middle income,30
Pakistan,55.067366,Lower middle income,30
China,1135.128009,Upper middle income,30
China,1216.067023,Upper middle income,30
Romania,21.722664,Upper middle income,30
Suriname,0.304857,Upper middle income,30
Serbia and Montenegro,,,30
Hungary,10.117213,High income: OECD,30.02
Montenegro,0.617462,Upper middle income,30.04
Romania,21.578318,Upper middle income,30.04
Estonia,1.433076,High income: OECD,30.06
Nepal,16.337117,Low income,30.06
India,747.374856,Lower middle income,30.06
Cyprus,0.72798,High income: non-OECD,30.09
Cyprus,0.829446,High income: non-OECD,30.1
Canada,30.701903,High income: OECD,30.1
